 region_name ,Region Name,District Name,Settlement Code, Settlement Name ,Settlement Type, X Coordinates , Y Coordinates ,Absentees (HH) ,Absentees,Absentees between 2015-2018 (HH),Absentees between 2015-2018,Absentees in 2019 (HH),Absentees in 2019,  Residents (HH)  ,  Residents ,Returnees from internal displacement (HH), Returnees from internal displacement,Returnees between 2015-2018 (HH),Returnees between 2015-2018,Returnees in 2019 (HH),Returnees in 2019, Returnees from abroad (HH) ,Returnees from abroad,Returnees  from abroad between 2015-2018 (HH),Returnees  from abroad between 2015-2018,Returnees  from abroad during 2019 (HH) ,Returnees  from abroad during 2019, IDPs (HH) ,  IDPs (individuals)  , IDPs between 2015-2018 (HH) , IDPs between 2015-2018 , IDPs in 2019 (HH)  , IDPs during 2019 , Accesibility , Overall Reliability , Total_inflows , Current Population , IDPs ind (Sites) , IDPs ind (Rural and Urban) , IDPs ind Total , Residents ind (Rural and Urban) , Resident HH (Rural and Urban) , Rural IDPs (since 2015-2018 ind)  , Rural IDPs (since 2015-2018 HH) , Rural IDPs (since 2019 ind)  ,Rural IDPs (since 2019 HH), Urban IDPs (since 2015-2018 ind)  , Urban IDPs (since 2015-2018 HH) , Urban IDPs (since 2019 ind)  , Urban IDPs (since 2019 HH) , Urban IDPs (ind) , Rural IDPs (ind) 
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-T29-001, Aliindi ,Rural, 44.79800 , 2.26455 ,62.00,372.00,62.00,372.00,,, 400 ," 2,400 ",,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   ," 2,400 ", -   , -   , -   ," 2,400 ", 400 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-T30-001, Ohuumey ,Rural, 44.83022 , 2.26214 ,15.00,90.00,15.00,90.00,,, 30 , 180 ,,,,,,,,,,,,,,, -   , -   ,,, No ,Good, -   , 180 , -   , -   , -   , 180 , 30 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-T31-001, Afuu Faaley/Bulo Aiheyda ,Rural, 44.87152 , 2.26915 ,150.00,900.00,150.00,900.00,,, 460 ," 2,760 ",,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   ," 2,760 ", -   , -   , -   ," 2,760 ", 460 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-T31-002, Deg Dhaaran ,Rural, 44.89177 , 2.27290 ,0.00,0.00,0.00,0.00,0.00,0.00, 180 ," 1,080 ",,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   ," 1,080 ", -   , -   , -   ," 1,080 ", 180 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-T31-003, Saabdoro ,Rural, 44.90380 , 2.27383 ,15.00,90.00,15.00,90.00,,, 30 , 180 ,,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   , 180 , -   , -   , -   , 180 , 30 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-T32-001, Furuqley ,Rural, 44.92587 , 2.25097 ,0.00,0.00,0.00,0.00,0.00,0.00, 570 ," 3,420 ",,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   ," 3,420 ", -   , -   , -   ," 3,420 ", 570 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-T32-002, Bulo Ahmed Ali ,Rural, 44.93285 , 2.25124 ,6.00,36.00,6.00,36.00,,, 70 , 420 ,,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   , 420 , -   , -   , -   , 420 , 70 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-T32-003, Bulo Aw Abdi Kuus ,Rural, 44.91029 , 2.25476 ,52.00,312.00,52.00,312.00,,, 208 ," 1,248 ",,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   ," 1,248 ", -   , -   , -   ," 1,248 ", 208 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-T32-004, Madeyta ,Rural, 44.91402 , 2.27442 ,200.00,1200.00,200.00,1200.00,,, 120 , 720 ,,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   , 720 , -   , -   , -   , 720 , 120 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-T32-005, Hawal Wari ,Rural, 44.93429 , 2.28532 ,39.00,234.00,39.00,234.00,,, 180 ," 1,080 ",,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   ," 1,080 ", -   , -   , -   ," 1,080 ", 180 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-U26-002, Xaaji Mad ,Rural, 44.68063 , 2.22362 ,0.00,0.00,0.00,0.00,0.00,0.00, 12 , 72 ,,,,,,,,,,,,,,, -   , -   , -   , -   , No ,Very Good, -   , 72 , -   , -   , -   , 72 , 12 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Qoryooley,NA-3806-U26-003, Mareerey Wiin ,Rural, 44.66420 , 2.23021 ,2.00,12.00,,,,, 131 , 786 ,3.00,18.00,3.00,18.00,,,,,,,,,,, -   , -   ,,, Yes ,Very Good, 18 , 804 , -   , -   , -   , 786 , 131 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Qoryooley,NA-3806-U26-004, Marerey Gaabta ,Rural, 44.66150 , 2.23182 ,2.00,12.00,2.00,12.00,,, 16 , 96 ,,,,,,,,,,,,,1.00, 6 , -   , -   , 1 , 6 , Yes ,Very Good, 6 , 102 , -   , 6 , 6 , 96 , 16 , -   , -   , 6 , 1 , -   , -   , -   , -   , -   , 6 
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-U26-006, Qanyar Baroore ,Rural, 44.67690 , 2.23295 ,0.00,0.00,0.00,0.00,0.00,0.00, 21 , 126 ,,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   , 126 , -   , -   , -   , 126 , 21 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-U27-001, Kalago'Ow ,Rural, 44.69813 , 2.20942 ,30.00,180.00,30.00,180.00,,, 45 , 270 ,,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   , 270 , -   , -   , -   , 270 , 45 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-U27-002, Marerawe Jilal ,Rural, 44.69193 , 2.23234 ,14.00,84.00,14.00,84.00,,, 20 , 120 ,,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   , 120 , -   , -   , -   , 120 , 20 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-U27-003_1, Bandege ,Rural, 44.69110 , 2.23321 ,32.00,192.00,32.00,192.00,,, 185 ," 1,110 ",,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   ," 1,110 ", -   , -   , -   ," 1,110 ", 185 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Qoryooley,NA-3806-U27-003_2, Bandege ,Rural, 44.53523 , 1.92111 ,32.00,192.00,32.00,192.00,,, 320 ," 1,920 ",13.00,78.00,,,13.00,78.00,,,,,,,,, -   , -   ,,, No ,Good, 78 ," 1,998 ", -   , -   , -   ," 1,920 ", 320 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-U27-004, Iidow ,Rural, 44.71310 , 2.23576 ,0.00,0.00,0.00,0.00,0.00,0.00, 180 ," 1,080 ",,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   ," 1,080 ", -   , -   , -   ," 1,080 ", 180 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-U28-001, Erileey ,Rural, 44.73137 , 2.21088 ,32.00,192.00,32.00,192.00,,, 357 ," 2,142 ",11.00,66.00,,,11.00,66.00,,,,,,,17.00, 102 , -   , -   , 17 , 102 , No ,Very Good, 168 ," 2,310 ", -   , 102 , 102 ," 2,142 ", 357 , -   , -   , 102 , 17 , -   , -   , -   , -   , -   , 102 
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-U28-002, War Qaboobe ,Rural, 44.72957 , 2.22014 ,27.00,162.00,27.00,162.00,,, 31 , 186 ,,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   , 186 , -   , -   , -   , 186 , 31 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-U29-001, Bulo Hagi Ali Kulow ,Rural, 44.80716 , 2.23834 ,40.00,240.00,40.00,240.00,,, 280 ," 1,680 ",,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   ," 1,680 ", -   , -   , -   ," 1,680 ", 280 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-U29-002, Ibrahim Madkeey ,Rural, 44.80245 , 2.24620 ,90.00,540.00,90.00,540.00,,, 230 ," 1,380 ",,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   ," 1,380 ", -   , -   , -   ," 1,380 ", 230 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-U30-001, Deg Maduusha ,Rural, 44.82159 , 2.21786 ,0.00,0.00,0.00,0.00,0.00,0.00, 170 ," 1,020 ",,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   ," 1,020 ", -   , -   , -   ," 1,020 ", 170 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-U30-002, Dhista ,Rural, 44.85940 , 2.24087 ,25.00,150.00,25.00,150.00,,, 80 , 480 ,,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   , 480 , -   , -   , -   , 480 , 80 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-U30-003, Baharka ,Rural, 44.82944 , 2.24357 ,150.00,900.00,150.00,900.00,,, 600 ," 3,600 ",,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   ," 3,600 ", -   , -   , -   ," 3,600 ", 600 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-U31-001, Awjeele ,Rural, 44.89210 , 2.21138 ,130.00,780.00,130.00,780.00,,, 360 ," 2,160 ",,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   ," 2,160 ", -   , -   , -   ," 2,160 ", 360 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-U31-002, Jameelo Wiin ,Rural, 44.88090 , 2.23244 ,0.00,0.00,0.00,0.00,0.00,0.00, 120 , 720 ,,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   , 720 , -   , -   , -   , 720 , 120 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-U31-003, Bur Fuule ,Rural, 44.88819 , 2.23548 ,0.00,0.00,0.00,0.00,0.00,0.00, 250 ," 1,500 ",,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   ," 1,500 ", -   , -   , -   ," 1,500 ", 250 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-U31-004, Bulo Jadiid ,Rural, 44.88603 , 2.23723 ,32.00,192.00,32.00,192.00,,, 230 ," 1,380 ",,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   ," 1,380 ", -   , -   , -   ," 1,380 ", 230 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-U31-005, Isaraganoy ,Rural, 44.89824 , 2.24196 ,15.00,90.00,15.00,90.00,,, 270 ," 1,620 ",,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   ," 1,620 ", -   , -   , -   ," 1,620 ", 270 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-U32-001, Bulo Rer Aw Maganey ,Rural, 44.91017 , 2.21875 ,40.00,240.00,40.00,240.00,,, 180 ," 1,080 ",,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   ," 1,080 ", -   , -   , -   ," 1,080 ", 180 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-U32-002, Bulo Aw Khalit Ambulo ,Rural, 44.91588 , 2.22881 ,0.00,0.00,0.00,0.00,0.00,0.00, 85 , 510 ,,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   , 510 , -   , -   , -   , 510 , 85 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-U32-003, Bulo Adan Dhakadow ,Rural, 44.93273 , 2.24383 ,7.00,42.00,7.00,42.00,,, 290 ," 1,740 ",,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   ," 1,740 ", -   , -   , -   ," 1,740 ", 290 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Qoryooley,NA-3806-V25-002, Cali Guble ,Rural, 44.62300 , 2.18410 ,100.00,600.00,100.00,600.00,,, 350 ," 2,100 ",20.00,120.00,20.00,120.00,,,,,,,,,,, -   , -   ,,, No ,No so good, 120 ," 2,220 ", -   , -   , -   ," 2,100 ", 350 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Qoryooley,NA-3806-V25-003, Buulo Jadiid 1 ,Rural, 44.63362 , 2.19335 ,80.00,480.00,,,,, 300 ," 1,800 ",6.00,36.00,,,6.00,36.00,2.00,12.00,,,2.00,12.00,,, -   , -   ,,, No ,Very Good, 48 ," 1,848 ", -   , -   , -   ," 1,800 ", 300 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Qoryooley,NA-3806-V25-004, Bulo Filey ,Rural, 44.59774 , 2.19472 ,15.00,90.00,,,,, 300 ," 1,800 ",,,,,,,,,,,,,,, -   , -   ,,, Yes ,Good, -   ," 1,800 ", -   , -   , -   ," 1,800 ", 300 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Qoryooley,NA-3806-V25-005, Fullayley 1 ,Rural, 44.62885 , 2.19847 ,11.00,66.00,,,,, 83 , 498 ,4.00,24.00,4.00,24.00,,,,,,,,,2.00, 12 , -   , -   , 2 , 12 , Yes ,Good, 36 , 534 , -   , 12 , 12 , 498 , 83 , -   , -   , 12 , 2 , -   , -   , -   , -   , -   , 12 
 Shabelle Hoose ,Shabelle Hoose,Qoryooley,NA-3806-V25-007, Balaayoole ,Rural, 44.62974 , 2.20373 ,36.00,210.00,,,,, 285 ," 1,710 ",16.00,96.00,,,16.00,96.00,,,,,,,,, -   , -   ,,, No ,Very Good, 96 ," 1,806 ", -   , -   , -   ," 1,710 ", 285 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Qoryooley,NA-3806-V26-005, Bulo Awkusow ,Rural, 44.67781 , 2.19975 ,0.00,0.00,0.00,0.00,0.00,0.00, 420 ," 2,520 ",,,,,,,,,,,,,,, -   , -   ,,, Yes ,Very Good, -   ," 2,520 ", -   , -   , -   ," 2,520 ", 420 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Qoryooley,NA-3806-V27-001, Bulo Balley 1 ,Rural, 44.68640 , 2.19306 ,29.00,174.00,,,,, 340 ," 2,040 ",,,,,,,,,,,,,,, -   , -   ,,, Yes ,Good, -   ," 2,040 ", -   , -   , -   ," 2,040 ", 340 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-V27-003, Mallaay Kaale ,Rural, 44.69536 , 2.20006 ,12.00,72.00,12.00,72.00,,, 28 , 168 ,,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   , 168 , -   , -   , -   , 168 , 28 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-V28-001, Deg Ali Dhaay ,Rural, 44.75907 , 2.18464 ,55.00,330.00,55.00,330.00,,, 90 , 540 ,,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   , 540 , -   , -   , -   , 540 , 90 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-V28-002, Mooro Kubaar ,Rural, 44.76266 , 2.19976 ,14.00,84.00,,,14.00,84.00, 34 , 204 ,,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   , 204 , -   , -   , -   , 204 , 34 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-V29-001, Baadle ,Rural, 44.79820 , 2.20125 ,150.00,900.00,150.00,900.00,,, 700 ," 4,200 ",,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   ," 4,200 ", -   , -   , -   ," 4,200 ", 700 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-V29-003, Aw-Hayle ,Rural, 44.77389 , 2.16810 ,107.00,642.00,107.00,642.00,,, 300 ," 1,800 ",,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   ," 1,800 ", -   , -   , -   ," 1,800 ", 300 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-V30-001, Waanjeesha ,Rural, 44.85260 , 2.20597 ,12.00,72.00,12.00,72.00,,, 20 , 120 ,,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   , 120 , -   , -   , -   , 120 , 20 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-V30-002, Bulo Kadil ,Rural, 44.83031 , 2.20707 ,92.00,552.00,92.00,552.00,,, 270 ," 1,620 ",,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   ," 1,620 ", -   , -   , -   ," 1,620 ", 270 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-V31-001, Ay-Agaay ,Rural, 44.86440 , 2.19840 ,106.00,636.00,106.00,636.00,,, 260 ," 1,560 ",50.00,300.00,,,50.00,300.00,,,,,,,,, -   , -   ,,, No ,Very Good, 300 ," 1,860 ", -   , -   , -   ," 1,560 ", 260 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-V32-001, Bulo Raliya ,Rural, 44.95347 , 2.16888 ,50.00,300.00,50.00,300.00,,, 250 ," 1,500 ",,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   ," 1,500 ", -   , -   , -   ," 1,500 ", 250 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-V33-001, Bulo Edin Osman ,Rural, 44.95684 , 2.16808 ,8.00,48.00,,,8.00,48.00, 270 ," 1,620 ",,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   ," 1,620 ", -   , -   , -   ," 1,620 ", 270 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Afgooye,NA-3806-V33-002, Bananka Gusha ,Rural, 44.98958 , 2.19249 ,35.00,210.00,35.00,210.00,,, 150 , 900 ,,,,,,,,,,,,,,, -   , -   ,,, No ,Very Good, -   , 900 , -   , -   , -   , 900 , 150 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Qoryooley,NA-3806-W22-001, Buulo Doomay ,Rural, 44.49952 , 2.12517 ,11.00,66.00,11.00,66.00,,, 100 , 600 ,,,,,,,,,,,,,,, -   , -   ,,, Yes ,Very Good, -   , 600 , -   , -   , -   , 600 , 100 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Qoryooley,NA-3806-W23-002, Bulo Cusbolay/Osman Yaal ,Rural, 44.50339 , 2.13852 ,28.00,168.00,,,,, 355 ," 2,130 ",,,,,,,,,,,,,,, -   , -   ,,, Yes ,Very Good, -   ," 2,130 ", -   , -   , -   ," 2,130 ", 355 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Qoryooley,NA-3806-W23-004, Badale ,Rural, 44.51498 , 2.14248 ,0.00,0.00,0.00,0.00,0.00,0.00, 436 ," 2,616 ",,,,,,,,,,,,,,, -   , -   ,,, Yes ,Good, -   ," 2,616 ", -   , -   , -   ," 2,616 ", 436 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Qoryooley,NA-3806-W23-007, Dagsisin ,Rural, 44.54535 , 2.14863 ,30.00,180.00,30.00,180.00,,, 180 ," 1,080 ",15.00,90.00,,,15.00,90.00,3.00,18.00,,,3.00,18.00,,, -   , -   ,,, Yes ,Good, 108 ," 1,188 ", -   , -   , -   ," 1,080 ", 180 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Qoryooley,NA-3806-W23-008, Arbow ,Rural, 44.54486 , 2.15026 ,40.00,240.00,,,,, 300 ," 1,800 ",10.00,60.00,10.00,60.00,,,2.00,12.00,2.00,12.00,,,,, -   , -   ,,, Yes ,Good, 72 ," 1,872 ", -   , -   , -   ," 1,800 ", 300 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Qoryooley,NA-3806-W24-003, Gegsinta ,Rural, 44.57542 , 2.13237 ,0.00,0.00,0.00,0.00,0.00,0.00, 15 , 90 ,,,,,,,,,,,,,,, -   , -   , -   , -   , Yes ,Very Good, -   , 90 , -   , -   , -   , 90 , 15 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Qoryooley,NA-3806-W24-004, Macallin Caafi ,Rural, 44.57742 , 2.13570 ,3.00,18.00,0.00,0.00,0.00,0.00, 18 , 108 ,,,,,,,,,,,,,1.00, 6 , 1 , 6 , -   , -   , Yes ,Good, 6 , 114 , -   , 6 , 6 , 108 , 18 , 6 , 1 , -   , -   , -   , -   , -   , -   , -   , 6 
 Shabelle Hoose ,Shabelle Hoose,Qoryooley,NA-3806-W24-006, Bulo Raxmo ,Rural, 44.57542 , 2.14360 ,10.00,60.00,,,,, 150 , 900 ,8.00,48.00,8.00,48.00,,,,,,,,,,, -   , -   ,,, Yes ,Good, 48 , 948 , -   , -   , -   , 900 , 150 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Qoryooley,NA-3806-W24-007, Deg Biti ,Rural, 44.55766 , 2.14989 ,40.00,240.00,,,,, 130 , 780 ,30.00,180.00,30.00,180.00,,,,,,,,,,, -   , -   ,,, Yes ,Good, 180 , 960 , -   , -   , -   , 780 , 130 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Qoryooley,NA-3806-W25-001, Bulo Basaq ,Rural, 44.62742 , 2.13753 ,0.00,0.00,0.00,0.00,0.00,0.00, 250 ," 1,500 ",,,,,,,,,,,,,,, -   , -   ,,, Yes ,Very Good, -   ," 1,500 ", -   , -   , -   ," 1,500 ", 250 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Qoryooley,NA-3806-W26-001, Bulo Bil Alle ,Rural, 44.65317 , 2.12578 ,27.00,162.00,,,,, 280 ," 1,680 ",,,,,,,,,,,,,,, -   , -   ,,, Yes ,Good, -   ," 1,680 ", -   , -   , -   ," 1,680 ", 280 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Qoryooley,NA-3806-W26-002, Gala Mataqaan ,Rural, 44.66971 , 2.12695 ,40.00,240.00,,,,, 300 ," 1,800 ",30.00,180.00,30.00,180.00,,,,,,,,,,, -   , -   ,,, Yes ,Very Good, 180 ," 1,980 ", -   , -   , -   ," 1,800 ", 300 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Qoryooley,NA-3806-W26-003_1, Eeribley ,Rural, 44.64926 , 2.13167 ,0.00,0.00,0.00,0.00,0.00,0.00, 6 , 36 ,,,,,,,,,,,,,,, -   , -   , -   , -   , Yes ,Very Good, -   , 36 , -   , -   , -   , 36 , 6 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Qoryooley,NA-3806-W26-004, Bulo Eylo ,Rural, 44.65061 , 2.13508 ,7.00,42.00,,,,, 160 , 960 ,8.00,48.00,8.00,48.00,,,,,,,,,,, -   , -   ,,, Yes ,Very Good, 48 ," 1,008 ", -   , -   , -   , 960 , 160 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Qoryooley,NA-3806-W27-001_1, Garas Shaare ,Rural, 44.71091 , 2.14556 ,80.00,480.00,,,,, 110 , 660 ,20.00,120.00,20.00,120.00,,,,,,,,,,, -   , -   ,,, Yes ,Very Good, 120 , 780 , -   , -   , -   , 660 , 110 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Wanla Weyn,NA-3806-W27-001_2, Garas Shaare ,Rural, 45.14344 , 2.61646 ,0.00,0.00,0.00,0.00,0.00,0.00, 33 , 200 ,,,,,,,,,,,,,,, -   , -   ,,,Do Not Know,Good, -   , 200 , -   , -   , -   , 200 , 33 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 Shabelle Hoose ,Shabelle Hoose,Qoryooley,NA-3806-W27-002, Ali Omorow ,Rural, 44.69895 , 2.15094 ,0.00,0.00,0.00,0.00,0.00,0.00, 240 ," 1,440 ",,,,,,,,,,,,,,, -   , -   ,,, Yes ,Very Good, -   ," 1,440 ", -   , -   , -   ," 1,440 ", 240 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
